RefundID,Date,GameTitle,Genre,PlatformStorefront,Region,PurchasePriceGBP,HoursPlayed,RefundRequested,RefundReason,ComplaintCategory,Escalated,EscalationTier,ResolutionStatus,ResolutionDays,SupportNotes
RF-501387,2026-05-31,TownLife,Life Simulation,PlayStation Store,UK,0.00,14.5,TRUE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","Pending evidence",4,"Standard storefront review for account entitlement issue"
RF-501388,2025-10-29,Zero Hour Arena,Shooter Live Service,PlayStation Store,BR,0.00,14.1,TRUE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","Chargeback risk",5,"Standard storefront review for battle pass chargeback"
RF-501389,2026-01-29,Club Director Pro,Strategy Management,Xbox Store,US,39.99,15.2,FALSE,"Database import failure","Database / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501390,2026-01-01,TownLife,Life Simulation,Xbox Store,FR,0.00,4.3,FALSE,"Account entitlement issue","Account / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for account entitlement issue"
RF-501391,2026-02-05,TownLife,Life Simulation,Steam,JP,0.00,15.6,TRUE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","Denied",5,"Standard storefront review for dlc pricing dispute"
RF-501392,2026-03-17,TownLife,Life Simulation,Epic Store,JP,0.00,9.3,FALSE,"DLC pricing dispute","DLC / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for dlc pricing dispute"
RF-501393,2025-12-19,Apex Circuit,Racing,PlayStation Store,US,59.99,6.0,FALSE,"Career mode repetition","Career / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for career mode repetition"
RF-501394,2025-12-13,LifeSpace,Life Simulation,PlayStation Store,AU,49.99,4.6,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501395,2026-05-25,TownLife,Life Simulation,Epic Store,US,0.00,18.6,FALSE,"DLC pricing dispute","DLC / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for dlc pricing dispute"
RF-501396,2026-01-07,Streetline Skate,Skateboarding,Xbox Store,JP,39.99,10.9,FALSE,"Online park desync","Online / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501397,2025-10-31,Hearthwild,Survival Crafting,PlayStation Store,JP,34.99,10.7,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501398,2025-11-17,LifeSpace,Life Simulation,Xbox Store,UK,49.99,3.9,FALSE,"Crash after long session","Crash / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-501399,2026-04-18,LifeSpace,Life Simulation,Epic Store,FR,49.99,9.8,TRUE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","Denied",3,"Standard storefront review for crash after long session"
RF-501400,2025-11-17,Chronicle Vale,RPG Adventure,PlayStation Store,CA,59.99,0.3,FALSE,"Quest blocker","Quest / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501401,2026-01-28,Hearthwild,Survival Crafting,Xbox Store,DE,34.99,8.8,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501402,2026-02-12,Chronicle Vale,RPG Adventure,Steam,CA,59.99,14.7,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501403,2025-12-11,Streetline Skate,Skateboarding,PlayStation Store,UK,39.99,15.0,FALSE,"Performance on older console","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501404,2026-02-19,Zero Hour Arena,Shooter Live Service,Xbox Store,AU,0.00,0.7,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501405,2026-03-04,LifeSpace,Life Simulation,Epic Store,FR,49.99,7.5,FALSE,"Save corruption","Save / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for save corruption"
RF-501406,2026-04-30,LifeSpace,Life Simulation,PlayStation Store,US,49.99,12.4,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501407,2025-12-24,Hearthwild,Survival Crafting,Xbox Store,DE,34.99,6.9,FALSE,"Server rollback","Server / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for server rollback"
RF-501408,2025-11-16,LifeSpace,Life Simulation,Xbox Store,DE,49.99,18.1,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501409,2025-12-01,LifeSpace,Life Simulation,Epic Store,DE,49.99,17.0,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501410,2025-11-21,Hearthwild,Survival Crafting,Epic Store,FR,34.99,11.4,FALSE,"Anti-cheat false positive","Anti-cheat / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for anti-cheat false positive"
RF-501411,2026-02-01,TownLife,Life Simulation,PlayStation Store,DE,0.00,10.2,TRUE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","Chargeback risk",1,"Standard storefront review for dlc pricing dispute"
RF-501412,2025-12-31,Chronicle Vale,RPG Adventure,PlayStation Store,FR,59.99,1.0,FALSE,"Performance stutter","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501413,2025-10-13,Apex Circuit,Racing,Xbox Store,FR,59.99,12.3,FALSE,"Wheel support issue","Wheel / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501414,2025-11-07,Streetline Skate,Skateboarding,PlayStation Store,FR,39.99,17.6,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501415,2026-01-24,Hearthwild,Survival Crafting,Xbox Store,FR,34.99,7.7,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501416,2026-05-21,LifeSpace,Life Simulation,Xbox Store,DE,49.99,6.6,FALSE,"NPC AI failure","NPC / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-501417,2026-01-17,Hearthwild,Survival Crafting,PlayStation Store,UK,34.99,15.9,TRUE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","Chargeback risk",5,"Standard storefront review for early access content gap"
RF-501418,2025-12-31,Hearthwild,Survival Crafting,Epic Store,US,34.99,4.6,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501419,2025-12-02,Chronicle Vale,RPG Adventure,Epic Store,US,59.99,10.1,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501420,2025-10-10,Chronicle Vale,RPG Adventure,Steam,DE,59.99,10.9,FALSE,"Controller accessibility issue","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501421,2026-04-13,Zero Hour Arena,Shooter Live Service,PlayStation Store,JP,0.00,4.2,FALSE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501422,2026-04-19,TownLife,Life Simulation,Xbox Store,BR,0.00,19.6,TRUE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","Denied",1,"Standard storefront review for account entitlement issue"
RF-501423,2026-05-01,Apex Circuit,Racing,Xbox Store,DE,59.99,12.7,TRUE,"License content mismatch","License / support",FALSE,"Storefront auto-approved","Pending evidence",1,"Standard storefront review for license content mismatch"
RF-501424,2025-10-29,Zero Hour Arena,Shooter Live Service,PlayStation Store,JP,0.00,1.7,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501425,2025-12-27,Apex Circuit,Racing,PlayStation Store,CA,59.99,16.6,FALSE,"Career mode repetition","Career / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501426,2026-04-02,LifeSpace,Life Simulation,Epic Store,DE,49.99,6.1,TRUE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","Approved",5,"Standard storefront review for crash after long session"
RF-501427,2026-05-17,Zero Hour Arena,Shooter Live Service,Steam,UK,0.00,6.7,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501428,2026-05-06,Hearthwild,Survival Crafting,Xbox Store,US,34.99,0.7,FALSE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501429,2025-12-11,Chronicle Vale,RPG Adventure,Steam,CA,59.99,1.3,FALSE,"Quest blocker","Quest / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501430,2025-11-29,Chronicle Vale,RPG Adventure,Epic Store,DE,59.99,7.0,FALSE,"Controller accessibility issue","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501431,2025-11-08,LifeSpace,Life Simulation,PlayStation Store,UK,49.99,13.0,FALSE,"DLC value complaint","DLC / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-501432,2026-02-25,Chronicle Vale,RPG Adventure,Xbox Store,CA,59.99,15.0,FALSE,"Controller accessibility issue","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501433,2026-03-26,Apex Circuit,Racing,Epic Store,BR,59.99,2.1,FALSE,"Wheel support issue","Wheel / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for wheel support issue"
RF-501434,2025-10-30,TownLife,Life Simulation,Steam,CA,0.00,12.8,TRUE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","Chargeback risk",5,"Standard storefront review for account entitlement issue"
RF-501435,2026-04-20,LifeSpace,Life Simulation,Epic Store,DE,49.99,9.5,FALSE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501436,2025-11-26,Chronicle Vale,RPG Adventure,Epic Store,AU,59.99,7.1,FALSE,"Performance stutter","Performance / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for performance stutter"
RF-501437,2025-11-10,Zero Hour Arena,Shooter Live Service,Epic Store,UK,0.00,10.3,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501438,2025-10-18,LifeSpace,Life Simulation,PlayStation Store,CA,49.99,8.5,TRUE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","Partial credit issued",4,"Standard storefront review for save corruption"
RF-501439,2026-03-18,Zero Hour Arena,Shooter Live Service,PlayStation Store,BR,0.00,9.9,TRUE,"Anti-cheat appeal","Anti-cheat / support",TRUE,"Platform escalation","Pending evidence",17,"Escalated because player supplied logs or payment evidence for anti-cheat appeal"
RF-501440,2026-03-05,Chronicle Vale,RPG Adventure,Steam,FR,59.99,17.6,TRUE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","Partial credit issued",3,"Standard storefront review for regional price dispute"
RF-501441,2026-03-21,Apex Circuit,Racing,PlayStation Store,DE,59.99,15.8,FALSE,"Career mode repetition","Career / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501442,2025-10-26,LifeSpace,Life Simulation,Xbox Store,AU,49.99,20.0,TRUE,"DLC value complaint","DLC / support",TRUE,"Publisher review","Approved",21,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-501443,2025-11-21,LifeSpace,Life Simulation,PlayStation Store,AU,49.99,11.6,FALSE,"Mod incompatibility","Mod / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-501444,2026-03-10,Apex Circuit,Racing,PlayStation Store,UK,59.99,6.7,FALSE,"Wheel support issue","Wheel / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501445,2025-11-28,LifeSpace,Life Simulation,Epic Store,FR,49.99,19.6,TRUE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","Partial credit issued",1,"Standard storefront review for mod incompatibility"
RF-501446,2026-02-07,Zero Hour Arena,Shooter Live Service,Steam,FR,0.00,8.9,FALSE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501447,2025-12-31,Streetline Skate,Skateboarding,Epic Store,US,39.99,0.2,FALSE,"Performance on older console","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501448,2025-11-30,Hearthwild,Survival Crafting,Steam,AU,34.99,3.9,FALSE,"Server rollback","Server / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for server rollback"
RF-501449,2026-04-26,Zero Hour Arena,Shooter Live Service,Xbox Store,DE,0.00,5.6,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501450,2026-01-22,Hearthwild,Survival Crafting,Steam,AU,34.99,14.3,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501451,2025-12-24,TownLife,Life Simulation,PlayStation Store,JP,0.00,10.1,FALSE,"DLC pricing dispute","DLC / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for dlc pricing dispute"
RF-501452,2025-11-06,Club Director Pro,Strategy Management,PlayStation Store,AU,39.99,12.4,FALSE,"Database import failure","Database / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501453,2026-03-16,LifeSpace,Life Simulation,Xbox Store,US,49.99,19.1,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501454,2026-03-08,Chronicle Vale,RPG Adventure,Epic Store,FR,59.99,10.6,FALSE,"Controller accessibility issue","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501455,2026-03-30,Hearthwild,Survival Crafting,Xbox Store,UK,34.99,15.6,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501456,2026-05-12,TownLife,Life Simulation,PlayStation Store,JP,0.00,16.4,TRUE,"Expansion compatibility","Expansion / support",TRUE,"Legal/privacy review","Denied",5,"Escalated because player supplied logs or payment evidence for expansion compatibility"
RF-501457,2026-04-29,Hearthwild,Survival Crafting,Xbox Store,DE,34.99,6.7,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501458,2025-12-02,LifeSpace,Life Simulation,Steam,UK,49.99,6.4,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501459,2025-10-25,LifeSpace,Life Simulation,Steam,BR,49.99,6.1,FALSE,"Crash after long session","Crash / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-501460,2025-12-19,Hearthwild,Survival Crafting,PlayStation Store,CA,34.99,17.1,FALSE,"Anti-cheat false positive","Anti-cheat / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for anti-cheat false positive"
RF-501461,2026-02-10,LifeSpace,Life Simulation,Epic Store,DE,49.99,18.1,TRUE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","Approved",2,"Standard storefront review for crash after long session"
RF-501462,2025-11-24,Chronicle Vale,RPG Adventure,Steam,BR,59.99,12.3,FALSE,"Quest blocker","Quest / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501463,2026-04-30,LifeSpace,Life Simulation,Epic Store,BR,49.99,7.8,TRUE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","Chargeback risk",1,"Standard storefront review for npc ai failure"
RF-501464,2026-05-06,Hearthwild,Survival Crafting,PlayStation Store,AU,34.99,0.2,TRUE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","Denied",1,"Standard storefront review for server rollback"
RF-501465,2025-10-29,Zero Hour Arena,Shooter Live Service,Xbox Store,DE,0.00,13.5,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501466,2026-01-22,LifeSpace,Life Simulation,Xbox Store,FR,49.99,7.5,FALSE,"NPC AI failure","NPC / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-501467,2026-01-11,Apex Circuit,Racing,Steam,AU,59.99,2.8,FALSE,"Career mode repetition","Career / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501468,2026-05-12,LifeSpace,Life Simulation,Epic Store,JP,49.99,13.6,FALSE,"Mod incompatibility","Mod / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-501469,2025-11-13,Zero Hour Arena,Shooter Live Service,Epic Store,CA,0.00,16.8,FALSE,"Battle pass chargeback","Battle / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for battle pass chargeback"
RF-501470,2025-10-09,TownLife,Life Simulation,Xbox Store,AU,0.00,12.1,FALSE,"Mod update broke save","Mod / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod update broke save"
RF-501471,2026-04-24,LifeSpace,Life Simulation,Steam,US,49.99,15.5,FALSE,"DLC value complaint","DLC / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-501472,2025-11-09,Streetline Skate,Skateboarding,PlayStation Store,AU,39.99,3.4,FALSE,"Refund after skill barrier","Refund / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501473,2025-12-08,LifeSpace,Life Simulation,Epic Store,CA,49.99,6.3,FALSE,"DLC value complaint","DLC / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-501474,2025-12-11,Club Director Pro,Strategy Management,Xbox Store,CA,39.99,0.8,FALSE,"Localization error","Localization / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501475,2025-12-13,Hearthwild,Survival Crafting,Xbox Store,BR,34.99,16.2,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501476,2026-04-09,TownLife,Life Simulation,Steam,US,0.00,10.9,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501477,2025-10-27,Zero Hour Arena,Shooter Live Service,PlayStation Store,US,0.00,1.2,TRUE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","Chargeback risk",4,"Standard storefront review for battle pass chargeback"
RF-501478,2025-12-11,TownLife,Life Simulation,Epic Store,DE,0.00,14.4,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501479,2026-03-11,Hearthwild,Survival Crafting,Steam,FR,34.99,8.6,FALSE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501480,2026-02-24,LifeSpace,Life Simulation,Xbox Store,UK,49.99,4.7,FALSE,"NPC AI failure","NPC / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-501481,2025-12-16,Apex Circuit,Racing,PlayStation Store,CA,59.99,14.6,FALSE,"Wheel support issue","Wheel / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501482,2026-01-23,LifeSpace,Life Simulation,Epic Store,US,49.99,19.0,FALSE,"Save corruption","Save / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for save corruption"
RF-501483,2026-04-30,Hearthwild,Survival Crafting,Epic Store,AU,34.99,14.9,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501484,2025-11-07,Club Director Pro,Strategy Management,Epic Store,JP,39.99,3.1,FALSE,"Simulation balance complaint","Simulation / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501485,2026-05-17,Zero Hour Arena,Shooter Live Service,Steam,BR,0.00,6.7,FALSE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501486,2026-03-21,Streetline Skate,Skateboarding,Xbox Store,UK,39.99,6.4,FALSE,"Online park desync","Online / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501487,2026-02-09,TownLife,Life Simulation,PlayStation Store,JP,0.00,6.0,TRUE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","Partial credit issued",1,"Standard storefront review for expansion compatibility"
RF-501488,2025-12-12,TownLife,Life Simulation,Steam,FR,0.00,3.6,FALSE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501489,2026-04-17,LifeSpace,Life Simulation,Xbox Store,US,49.99,20.6,TRUE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","Partial credit issued",1,"Standard storefront review for npc ai failure"
RF-501490,2025-10-08,Hearthwild,Survival Crafting,Epic Store,UK,34.99,1.5,TRUE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","Partial credit issued",3,"Standard storefront review for co-op connection failure"
RF-501491,2025-11-23,Zero Hour Arena,Shooter Live Service,Epic Store,FR,0.00,10.0,FALSE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501492,2026-04-06,TownLife,Life Simulation,PlayStation Store,US,0.00,18.2,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501493,2026-05-03,Apex Circuit,Racing,Epic Store,US,59.99,11.7,FALSE,"Leaderboard outage","Leaderboard / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for leaderboard outage"
RF-501494,2026-03-02,LifeSpace,Life Simulation,PlayStation Store,JP,49.99,9.9,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501495,2026-04-20,TownLife,Life Simulation,Steam,UK,0.00,10.6,FALSE,"Mod update broke save","Mod / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod update broke save"
RF-501496,2026-05-07,Zero Hour Arena,Shooter Live Service,Epic Store,AU,0.00,8.3,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501497,2026-03-16,Hearthwild,Survival Crafting,Steam,FR,34.99,7.9,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501498,2026-06-02,TownLife,Life Simulation,Xbox Store,CA,0.00,18.1,TRUE,"Mod update broke save","Mod / support",FALSE,"Storefront auto-approved","Approved",1,"Standard storefront review for mod update broke save"
RF-501499,2026-03-10,Zero Hour Arena,Shooter Live Service,Steam,US,0.00,5.6,FALSE,"Anti-cheat appeal","Anti-cheat / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for anti-cheat appeal"
RF-501500,2026-02-02,LifeSpace,Life Simulation,Xbox Store,AU,49.99,11.7,FALSE,"DLC value complaint","DLC / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-501501,2026-02-28,LifeSpace,Life Simulation,PlayStation Store,AU,49.99,8.3,TRUE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","Chargeback risk",3,"Standard storefront review for crash after long session"
RF-501502,2025-12-22,Hearthwild,Survival Crafting,Epic Store,BR,34.99,2.8,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501503,2026-02-13,Chronicle Vale,RPG Adventure,Xbox Store,AU,59.99,1.8,FALSE,"Performance stutter","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501504,2026-02-03,LifeSpace,Life Simulation,Steam,CA,49.99,12.1,FALSE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501505,2025-11-17,LifeSpace,Life Simulation,Xbox Store,US,49.99,4.5,FALSE,"NPC AI failure","NPC / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-501506,2026-03-19,Chronicle Vale,RPG Adventure,Epic Store,FR,59.99,7.5,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501507,2025-10-20,Zero Hour Arena,Shooter Live Service,Steam,US,0.00,17.4,FALSE,"Anti-cheat appeal","Anti-cheat / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for anti-cheat appeal"
RF-501508,2026-01-18,TownLife,Life Simulation,PlayStation Store,BR,0.00,21.0,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501509,2025-10-20,TownLife,Life Simulation,Epic Store,DE,0.00,4.7,FALSE,"Mod update broke save","Mod / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod update broke save"
RF-501510,2026-03-31,Zero Hour Arena,Shooter Live Service,Steam,JP,0.00,0.9,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501511,2026-02-24,Chronicle Vale,RPG Adventure,PlayStation Store,AU,59.99,10.4,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
